hora;dia_jul;speed_30;dir_30;TI_30;TKE_30;EDR_30;speed_60;dir_60;TI_60;TKE_60;EDR_60;speed_90;dir_90;TI_90;TKE_90;EDR_90;speed_120;dir_120;TI_120;TKE_120;EDR_120;speed_150;dir_150;TI_150;TKE_150;EDR_150;speed_180;dir_180;TI_180;TKE_180;EDR_180;speed_210;dir_210;TKE_210;EDR_210;speed_240;dir_240;TKE_240;EDR_240;speed_270;dir_270;TKE_270;EDR_270;speed_300;dir_300;TKE_300;EDR_300;ws2a_09R;wd2a_09R;ws2a_27R;wd2a_27R;TH_TT;TH_UU;dif.P_3a;dif.P_6a;media_ws;speed_atual;speed_200.15;dir_200.15
19;305;4.18;138.7;0.22;0.313;0.00357;5.87;131.9;0.22;0.326;0.00255;6.67;132.7;0.2;0.392;0.00193;7.16;131;0.18;0.494;0.00164;7.83;128.9;0.16;0.611;0.00163;7.74;131.4;0.16;0.721;0.0019;8.55;130.6;0.796;0.00235;7.85;126.4;0.551;0.00333;7.78;122.2;0.756;0.00456;8.87;117.8;0.854;0.00153;9.7;155;12.39;159;17.2;50;-0.54;-1.3;10.61;17.36;8.2;130.8
